t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
36,95.3,40.505806,-3.362112,605.5,4,5,259.5,2.461,0,4,0,1.0,-0.0035000000000000005,0.0030999999999999995,-0.0126,-0.004,0.0062,-0.011300000000000001,-1.6106000000000003,0.0007000000000000001,-0.5359,0.18296296296296297,-0.03540740740740741,3.2283333333333335,1.9259259259259258,17.004444444444445,0.6511111111111112,2.0,94.13333333333333,120.0,1,motorway,3,0,40.505852,-3.3618,0.858,93.8,D1,Normal,motor
38,96.9,40.505699,-3.362735,606.2,4,5,257.0,2.461,0,4,0,1.0,-0.0142,0.0027,-1.7347234759768072e-19,-0.0134,-0.0012999999999999997,0.0004,-1.5904,0.002,-0.4986,-0.19018518518518518,0.060740740740740734,3.160037037037037,1.8888888888888888,21.64375,0.81,2.0,96.19999999999999,120.0,1,motorway,3,0,40.505806,-3.362112,1.902,96.1,D1,Normal,motor
42,102.5,40.505383,-3.364004,607.9,4,5,250.7,3.164,0,3,0,1.0,-0.0033,0.0070999999999999995,-0.0014999999999999996,-0.0035000000000000005,0.013000000000000001,0.0004999999999999999,-1.6107,0.013300000000000001,-0.43179999999999996,-0.3389655172413793,0.0759655172413793,3.2049310344827586,1.9655172413793103,23.6875,0.845,1.0,100.925,120.0,1,motorway,3,0,40.505699,-3.362735,3.796,100.7,D1,Normal,motor
45,104.6,40.505077,-3.364972,608.1,4,5,245.7,3.516,0,3,0,1.0,-0.003300000000000001,0.009,-0.0087,-0.0029000000000000002,0.0064,-0.013600000000000001,-1.5507,0.0241,-0.3894,-0.30492592592592593,0.09211111111111112,3.3998518518518517,1.8888888888888888,23.823,0.817,1.0,104.96,120.0,1,motorway,3,0,40.505383,-3.364004,2.913,105.0,D1,Normal,motor
47,105.3,40.504837,-3.365581,609.6,4,5,242.2,3.516,0,3,0,1.0,-0.010600000000000002,-0.019700000000000002,0.014300000000000002,-0.011899999999999999,-0.019700000000000002,0.016300000000000002,-1.5756000000000001,0.0308,-0.367,-0.21719999999999998,0.11004,3.25996,1.96,23.531111111111112,0.8122222222222223,1.1111111111111112,104.2,120.0,1,motorway,3,0,40.505077,-3.364972,1.32,104.2,D1,Normal,motor
49,107.0,40.504578,-3.366187,610.6,4,5,239.4,2.812,0,2,0,1.0,0.004100000000000001,0.0261,-0.0052,-0.0019999999999999996,0.0233,-0.0062,-1.5531000000000001,0.0392,-0.3579,-0.23692592592592593,0.09966666666666667,3.1831111111111112,1.8888888888888888,24.40888888888889,0.8244444444444444,2.0,106.55555555555556,120.0,1,motorway,3,0,40.504837,-3.365581,2.065,107.0,D1,Normal,motor
51,106.3,40.504295,-3.366757,609.0,4,5,237.7,1.758,0,2,0,1.0,-0.0021000000000000003,0.005,0.0156,-0.0008,0.014599999999999998,0.0116,-1.5295,0.042499999999999996,-0.375,-0.23266666666666666,0.11283333333333334,3.3408333333333338,1.875,21.97,0.74,2.0,106.84444444444445,120.0,1,motorway,3,0,40.504436,-3.366474,1.041,106.3,D1,Normal,motor
60,116.7,40.502861,-3.36947,610.1,4,5,236.7,0.765,0,2,0,1.0,-0.006,-0.0027,-0.0079,-0.003,-0.0043,-0.0075,-1.5645,-0.006,-0.5226,-0.14584615384615385,0.048423076923076916,3.2045384615384616,1.8846153846153846,-1.0,-1.0,0.0,115.9125,120.0,1,motorway,3,1,40.504143,-3.367038,7.415,115.8,D1,Normal,motor
62,117.5,40.50256,-3.370119,605.5,4,5,237.0,0.27,0,2,0,1.0,-0.0037000000000000006,0.0178,-0.0004,0.0004000000000000007,0.0222,0.00030000000000000003,-1.5657999999999999,-0.0225,-0.5666,0.15666666666666665,0.131,3.124375,1.75,-1.0,-1.0,0.0,116.97500000000001,120.0,1,motorway,3,1,40.502861,-3.369471,1.148,116.9,D1,Normal,motor
65,119.0,40.502117,-3.371135,605.5,3,5,239.1,0.352,0,2,0,1.0,-0.013000000000000001,-0.0299,-0.0095,-0.0106,-0.029699999999999997,-0.0098,-1.5561,0.0334,-0.5952999999999999,-0.1901153846153846,0.007692307692307693,3.3816923076923073,1.0,-1.0,-1.0,0.0,118.61111111111111,120.0,1,motorway,3,1,40.50256,-3.37012,2.661,118.5,D1,Normal,motor
66,119.2,40.501953,-3.371472,604.9,3,5,238.0,1.055,0,2,0,1.0,-0.013500000000000002,-0.024,-0.0189,-0.0158,-0.028600000000000004,-0.0172,-1.5471,0.0494,-0.5856,-0.172,0.13139285714285714,3.4949642857142855,1.8571428571428572,149.72375,4.28625,0.75,119.025,120.0,1,motorway,3,1,40.502117,-3.371136,0.864,119.0,D1,Normal,motor
69,117.1,40.501469,-3.37244,603.9,3,5,237.3,0.352,0,2,0,1.0,-0.014100000000000001,0.0186,0.0086,-0.010600000000000002,0.020900000000000002,0.007300000000000001,-1.5292,0.027000000000000003,-0.5885999999999999,0.02196,0.046799999999999994,3.4330000000000003,1.92,38.76888888888889,0.43444444444444447,1.2222222222222223,117.41111111111111,120.0,1,motorway,3,1,40.501953,-3.371473,2.767,117.5,D1,Normal,motor
70,116.8,40.501308,-3.372756,602.4,3,5,237.3,0.0,0,2,0,1.0,-0.005666666666666666,0.009333333333333334,0.0016666666666666668,-0.007333333333333334,0.008888888888888889,0.0027777777777777775,-1.5364444444444443,0.012222222222222223,-0.5935555555555555,0.02347826086956522,0.0371304347826087,3.4173043478260867,1.8695652173913044,-1.0,-1.0,2.0,117.1,120.0,1,motorway,3,1,40.501469,-3.372441,0.85,117.1,D1,Normal,motor
72,116.3,40.500992,-3.373397,601.6,3,5,237.3,0.0,0,2,0,1.0,-0.0085,0.0237,-0.0014000000000000006,-0.014799999999999999,0.0187,-0.0016999999999999997,-1.5362,0.016300000000000002,-0.5976999999999999,-0.034,0.04212,3.37956,1.84,-1.0,-1.0,1.0,116.3875,120.0,1,motorway,3,1,40.501308,-3.372756,1.698,116.4,D1,Normal,motor
75,117.2,40.500507,-3.374349,600.7,3,5,237.3,0.0,0,2,0,1.0,-0.013900000000000001,0.0086,0.0068000000000000005,-0.0113,0.0103,0.0091,-1.5461,0.0158,-0.5986,0.01084,0.06984,3.3414800000000002,1.76,-1.0,-1.0,0.0,116.66666666666667,120.0,1,motorway,3,1,40.500992,-3.373398,2.169,116.6,D1,Normal,motor
77,116.2,40.500183,-3.374978,601.5,4,5,236.6,0.703,0,2,0,1.0,-0.005599999999999998,-0.0067,-0.0235,-0.0083,-0.0081,-0.0221,-1.528,0.026000000000000002,-0.5951,-0.28550000000000003,0.07979166666666666,2.77225,1.5833333333333333,-1.0,-1.0,0.5555555555555556,116.64444444444445,120.0,1,motorway,3,1,40.500507,-3.37435,1.509,116.7,D1,Normal,motor
80,112.9,40.499718,-3.375908,597.7,4,5,238.4,1.758,2,1,0,1.0,-0.0021999999999999997,0.0127,0.0079,-0.0079,0.020200000000000003,0.0089,-1.5265,-0.026000000000000002,-0.6202,0.6692,0.14812,3.4673200000000004,1.84,2.2357142857142853,-0.76,1.0,114.1,120.0,1,motorway,3,1,40.500183,-3.374978,2.306,114.1,D1,Normal,motor
82,113.3,40.49942,-3.376548,598.3,4,5,237.3,1.055,0,1,0,1.0,-0.00877777777777778,-0.015444444444444446,0.01,-0.0025555555555555557,-0.018777777777777775,0.01,-1.5306666666666666,0.021444444444444447,-0.6037777777777777,0.0,0.0,3.2784444444444443,0.0,-1.0,-1.0,1.0,113.3,120.0,1,motorway,3,1,40.499718,-3.375909,1.458,113.3,D1,Normal,motor
90,109.3,40.498184,-3.378973,594.7,4,5,236.2,0.352,0,0,0,1.0,0.0010999999999999992,0.003799999999999999,0.0085,9.99999999999994e-05,0.0034999999999999996,0.0089,-1.5370000000000001,0.0314,-0.588,0.34872,-0.0011200000000000001,3.3160000000000003,1.92,102.2825,3.39,1.0,108.6,120.0,1,motorway,3,1,40.49942,-3.376549,7.513,108.6,D1,Normal,motor
92,107.0,40.497887,-3.379556,594.7,3,5,235.9,0.352,0,0,0,1.0,-0.0103,-0.0053,0.012,-0.0058,-0.0037000000000000006,0.0057,-1.5208,0.0249,-0.587,0.15726923076923077,-0.021115384615384616,3.4140769230769235,1.9230769230769231,197.75285714285715,6.581428571428572,1.0,108.20000000000002,120.0,1,motorway,3,1,40.498184,-3.378973,1.379,108.4,D1,Normal,motor
94,109.0,40.497585,-3.380155,593.6,3,5,234.5,1.406,2,0,0,1.0,-0.017599999999999998,-0.0243,0.019700000000000002,-0.0137,-0.026500000000000003,0.020300000000000002,-1.5686,0.0536,-0.5645,-0.7409259259259259,-0.05618518518518518,3.353444444444445,1.962962962962963,116.21571428571428,3.8757142857142854,1.7142857142857142,108.05714285714286,120.0,1,motorway,3,1,40.497887,-3.379556,1.41,107.9,D1,Normal,motor
100,113.0,40.496628,-3.381976,596.0,3,5,236.6,0.352,0,1,0,1.0,-0.010499999999999999,0.036699999999999997,0.007200000000000001,-0.0129,0.0315,0.0073999999999999995,-1.5615999999999999,-0.0037000000000000006,-0.6169,0.2427037037037037,0.009925925925925927,3.3594444444444442,1.8888888888888888,16.073333333333334,0.5133333333333333,1.0,112.82222222222222,120.0,1,motorway,3,2,40.497585,-3.380156,5.148,112.8,D1,Normal,motor
101,113.4,40.496475,-3.382278,592.5,3,5,237.7,1.406,2,1,0,1.0,-0.018099999999999998,0.005699999999999999,0.0021999999999999997,-0.0189,0.0103,0.0019999999999999996,-1.5681,-0.0246,-0.6361,0.7268275862068966,0.10789655172413794,3.368344827586207,1.8620689655172413,18.0225,0.575,1.0,113.05,120.0,1,motorway,3,2,40.496628,-3.381976,0.605,113.0,D1,Normal,motor
102,114.5,40.496323,-3.382595,593.0,4,5,237.7,1.055,0,1,0,1.0,-0.0029000000000000007,-0.042499999999999996,0.0024000000000000002,-0.0008,-0.039,0.0026000000000000003,-1.5676,0.0073999999999999995,-0.6365999999999999,0.41375,0.03585714285714286,3.3185357142857144,0.4642857142857143,6.26125,-0.40625,1.0,113.53750000000001,120.0,1,motorway,3,1,40.496475,-3.382278,1.013,114.5,D1,Normal,motor
104,114.2,40.496006,-3.383219,594.0,3,5,235.5,2.109,0,1,0,1.0,-0.0132,-0.00039999999999999964,0.0016,-0.012,-0.0033,0.0004,-1.5566,0.0626,-0.6027,-0.18644827586206897,0.030655172413793105,3.201103448275862,1.7586206896551724,-1.0,-1.0,1.0,114.73333333333332,120.0,1,motorway,3,1,40.496166,-3.382904,0.746,114.8,D1,Normal,motor
105,114.5,40.495846,-3.383532,593.6,3,5,234.8,1.758,0,1,0,1.0,-0.0031000000000000003,-0.011300000000000001,-0.003,-0.0039,-0.01,-0.0036,-1.5539999999999998,0.0576,-0.5909,0.06157692307692308,0.06688461538461539,3.2718461538461536,1.9615384615384615,-1.0,-1.0,1.0,114.23333333333332,120.0,1,motorway,3,1,40.496006,-3.383219,0.777,114.2,D1,Normal,motor
106,114.5,40.495678,-3.383837,593.7,4,5,234.1,1.406,0,1,0,1.0,-0.014299999999999998,0.0075000000000000015,-0.0058,-0.0137,0.004399999999999999,-0.0050999999999999995,-1.5492,0.0611,-0.5791,0.2058846153846154,0.014730769230769231,3.3395,1.9615384615384615,-1.0,-1.0,1.0,114.5,120.0,1,motorway,3,1,40.495846,-3.383533,0.958,114.5,D1,Normal,motor
107,114.4,40.495522,-3.384142,594.1,4,5,233.8,1.055,0,1,0,1.0,-0.0198,0.0201,-0.006,-0.0147,0.0217,-0.0055,-1.5452,0.056499999999999995,-0.5747,0.2027037037037037,-0.008333333333333333,3.3381111111111115,1.5925925925925926,-1.0,-1.0,0.5,114.4875,120.0,1,motorway,3,1,40.495678,-3.383838,0.699,114.5,D1,Normal,motor
108,114.4,40.49535,-3.384444,593.7,4,5,233.8,0.352,0,1,0,1.0,0.0028000000000000004,0.0038000000000000004,0.0024,-0.0010000000000000002,0.0031,0.0021999999999999997,-1.5398999999999998,0.057499999999999996,-0.5710999999999999,0.18708333333333335,0.002458333333333333,3.0694166666666667,1.5833333333333333,-1.0,-1.0,0.8571428571428571,114.4,120.0,1,motorway,3,1,40.495522,-3.384143,1.009,114.4,D1,Normal,motor
110,112.9,40.495003,-3.385071,593.6,4,5,233.1,0.703,0,1,0,1.0,-0.017875000000000002,0.003625,0.0035,-0.013375,0.0075,0.0017499999999999998,-1.54225,0.035,-0.567,0.07272727272727274,-0.010954545454545455,3.360136363636364,1.9090909090909092,-1.0,-1.0,1.5,112.63749999999999,120.0,1,motorway,3,1,40.495171,-3.384761,0.791,112.6,D1,Normal,motor
111,113.3,40.494823,-3.385368,593.4,4,5,232.0,1.055,0,1,0,1.0,-0.004099999999999999,-0.0052,0.0033,-0.005200000000000001,-0.0079,0.004,-1.5439,0.0411,-0.563,0.11862962962962964,0.012333333333333333,3.3555925925925925,1.8888888888888888,-1.0,-1.0,2.0,112.95,120.0,1,motorway,3,1,40.495003,-3.385071,0.825,112.9,D1,Normal,motor
112,113.3,40.49464,-3.385658,593.3,4,5,231.3,1.758,0,1,0,1.0,-0.0005999999999999992,0.0103,0.0026000000000000003,-0.0010999999999999996,0.0082,0.0021999999999999997,-1.5436999999999999,0.0441,-0.5561,0.04356,-0.00728,3.3355200000000003,1.92,-1.0,-1.0,2.0,113.3,120.0,1,motorway,3,1,40.494823,-3.385368,1.04,113.3,D1,Normal,motor
115,114.3,40.494106,-3.386519,592.4,3,5,231.0,0.352,0,1,0,1.0,-0.0137,-0.014799999999999999,0.0123,-0.012199999999999999,-0.0125,0.015099999999999999,-1.5658999999999998,0.035699999999999996,-0.5599000000000001,-0.04353571428571429,0.03735714285714286,3.2268214285714287,1.8928571428571428,-1.0,-1.0,1.0,113.8625,120.0,1,motorway,3,1,40.494465,-3.385944,1.293,113.8,D1,Normal,motor
116,115.1,40.493916,-3.386803,592.6,4,5,230.6,0.703,0,1,0,1.0,-0.008,0.0125,0.0091,-0.011600000000000001,0.011,0.008799999999999999,-1.5732,0.0411,-0.5576000000000001,0.009615384615384616,0.04253846153846154,3.1898846153846154,1.8846153846153846,-1.0,-1.0,1.0,114.39999999999999,120.0,1,motorway,3,1,40.494106,-3.386519,1.05,115.1,D1,Normal,motor
118,116.9,40.493534,-3.387376,593.7,4,5,229.9,0.703,0,1,0,1.0,-0.0059,0.0016,-0.006899999999999999,-0.0058,0.0035000000000000005,-0.0104,-1.568,0.0381,-0.5561,0.0615,0.01953846153846154,3.240076923076923,1.9230769230769231,-1.0,-1.0,1.0,116.28750000000001,120.0,1,motorway,3,1,40.493729,-3.387081,0.908,116.2,D1,Normal,motor
119,117.5,40.49334,-3.387671,593.1,4,5,229.1,0.858,0,1,0,1.0,0.0117,-0.024300000000000002,-0.0039,0.0125,-0.0191,-0.0032,-1.5641,0.0356,-0.5546,0.08587499999999999,0.03325,3.2282083333333333,2.0,-1.0,-1.0,1.0,117.03333333333333,120.0,1,motorway,3,1,40.493534,-3.387377,0.716,116.9,D1,Normal,motor
120,117.8,40.493145,-3.387969,593.0,4,5,228.9,1.055,0,1,0,1.0,-0.01,-0.004111111111111111,-0.006555555555555555,-0.005555555555555556,-0.007777777777777778,-0.005666666666666667,-1.5618888888888889,0.03377777777777778,-0.5507777777777778,0.09403703703703704,0.006740740740740741,3.2756296296296292,1.8888888888888888,-1.0,-1.0,1.0,117.5,120.0,1,motorway,3,1,40.49334,-3.387672,0.722,117.5,D1,Normal,motor
121,118.2,40.492943,-3.388267,593.2,4,5,228.9,0.197,0,1,0,1.0,0.0025,0.0068000000000000005,-0.0093,-0.0014000000000000006,0.005200000000000001,-0.008499999999999999,-1.558,0.0323,-0.5509000000000001,0.066,-0.012785714285714286,3.2887142857142857,1.9285714285714286,-1.0,-1.0,1.0,117.85,120.0,1,motorway,3,1,40.493145,-3.387969,0.657,117.8,D1,Normal,motor
122,118.0,40.492752,-3.388546,592.3,6,5,227.7,1.14,0,1,0,1.0,-0.011699999999999999,-0.0041,-0.0077,-0.0062,-0.0016,-0.0068000000000000005,-1.5535,0.0306,-0.5501,0.07123076923076924,0.012884615384615383,3.4572692307692305,1.5,-1.0,-1.0,1.1428571428571428,118.17142857142858,120.0,1,motorway,3,1,40.492943,-3.388267,0.887,118.2,D1,Normal,motor
123,118.3,40.492561,-3.38883,592.3,6,5,227.1,1.719,0,0,0,1.0,-0.003700000000000001,-0.009,-0.0062,-0.0019,-0.0094,-0.0063,-1.5505,0.0174,-0.5511,-0.06714285714285714,0.01107142857142857,3.360071428571429,1.9285714285714286,-1.0,-1.0,1.125,118.0375,120.0,1,motorway,3,1,40.492752,-3.388546,0.692,118.0,D1,Normal,motor
124,118.7,40.492359,-3.389119,592.6,6,5,227.1,0.579,0,0,0,1.0,0.0007000000000000013,-0.0166,-0.0038,-0.0077,-0.0118,-0.0056,-1.548,0.0098,-0.5537000000000001,-0.10983333333333334,0.025041666666666667,3.296875,1.9166666666666667,-1.0,-1.0,1.5555555555555556,118.34444444444443,120.0,1,motorway,3,1,40.492561,-3.38883,0.818,118.3,D1,Normal,motor
125,117.7,40.492165,-3.38941,593.0,6,5,227.1,0.0,0,0,0,1.0,-0.010499999999999999,-0.0089,-0.005,-0.0043,-0.0137,-0.0034000000000000002,-1.5458,0.0268,-0.5531,-0.11800000000000001,0.0308,3.2882,1.96,-1.0,-1.0,2.0,118.55714285714285,120.0,1,motorway,3,1,40.492359,-3.389119,0.642,118.7,D1,Normal,motor
126,118.4,40.491966,-3.389699,592.3,6,5,226.6,0.511,0,0,0,1.0,-0.010599999999999998,0.0036,-0.0010999999999999998,-0.010100000000000001,0.004,-0.0010999999999999998,-1.5475999999999999,0.015,-0.5549000000000001,-0.10296428571428572,0.03192857142857143,3.3653214285714284,1.8928571428571428,-1.0,-1.0,2.0,117.78750000000001,120.0,1,motorway,3,1,40.492165,-3.38941,0.9,117.7,D1,Normal,motor
127,118.5,40.491764,-3.389988,592.2,6,5,226.1,1.032,0,0,0,1.0,-0.013000000000000001,-0.012,0.0046,-0.0121,-0.011800000000000001,0.0027999999999999995,-1.5497,0.013500000000000002,-0.5588000000000001,-0.07811538461538461,0.07715384615384614,3.3634615384615385,1.9230769230769231,-1.0,-1.0,2.0,118.41250000000001,120.0,1,motorway,3,1,40.491966,-3.389699,0.829,118.4,D1,Normal,motor
129,117.6,40.491348,-3.390556,591.8,6,5,226.1,0.0,0,0,0,1.0,-0.0211,0.007000000000000001,-0.003,-0.0217,0.0079,-0.0056,-1.5455999999999999,0.0328,-0.5583,0.113375,0.013916666666666667,3.3471666666666664,1.9583333333333333,27.448749999999997,0.22749999999999998,2.0,118.475,120.0,1,motorway,3,1,40.491764,-3.389988,1.922,118.6,D1,Normal,motor
131,117.9,40.490936,-3.391115,590.8,6,5,226.1,0.0,0,0,0,1.0,-0.0155,0.007300000000000001,0.0018000000000000002,-0.013000000000000001,0.0087,0.0012000000000000001,-1.5433999999999999,0.0219,-0.5739,0.034999999999999996,0.03395833333333333,3.3220833333333335,1.9166666666666667,39.73375,0.73,1.75,117.72500000000001,120.0,1,motorway,3,1,40.491348,-3.390557,1.265,117.7,D1,Normal,motor
132,118.1,40.490719,-3.391402,590.6,6,5,226.1,0.0,0,0,0,1.0,-0.014599999999999998,0.0098,-0.0064,-0.014799999999999999,0.0081,-0.007200000000000001,-1.5463,0.0216,-0.5803999999999999,0.084125,0.03166666666666667,3.3004166666666666,1.9583333333333333,72.96875,2.10875,1.0,117.92500000000001,120.0,1,motorway,3,1,40.490936,-3.391115,0.752,117.9,D1,Normal,motor
133,118.1,40.490513,-3.39168,590.3,6,5,225.0,1.115,0,0,0,1.0,-0.00039999999999999975,-0.013000000000000001,-0.0087,-0.0025999999999999994,-0.007000000000000001,-0.0067,-1.5511,0.0199,-0.5867,0.1346153846153846,0.014961538461538462,3.294346153846154,1.9615384615384615,76.99625,2.2262500000000003,1.0,118.1,120.0,1,motorway,3,1,40.490719,-3.391402,0.951,118.1,D1,Normal,motor
135,117.9,40.490105,-3.392232,589.9,6,5,225.9,0.919,1,0,0,1.0,-0.013500000000000002,0.020200000000000003,-0.0062,-0.0132,0.0175,-0.004399999999999999,-1.5538,0.0486,-0.5781,-0.34515999999999997,-0.045720000000000004,3.30932,1.92,23.26875,-0.015000000000000013,1.0,117.8125,120.0,1,motorway,3,1,40.490513,-3.391681,1.915,117.8,D1,Normal,motor
137,119.2,40.4897,-3.392772,589.6,6,5,225.9,0.0,0,1,0,1.0,-0.011666666666666665,0.00911111111111111,-0.004888888888888889,-0.0071111111111111115,0.009666666666666665,-0.004,-1.5586666666666666,0.013444444444444445,-0.5937777777777777,-0.6066923076923076,-0.00011538461538461506,3.347346153846154,0.6538461538461539,79.5,2.42625,2.0,118.0625,120.0,1,motorway,3,1,40.490105,-3.392232,1.206,117.9,D1,Normal,motor
138,118.9,40.489506,-3.393032,589.4,4,5,225.9,0.048,0,1,0,1.0,-0.0182,-0.0004,-0.0015,-0.0174,-0.00039999999999999964,-0.0019,-1.5611000000000002,0.014499999999999999,-0.6012,0.015600000000000001,0.0024,3.32256,0.08,91.72125,2.7725,2.0,119.16250000000001,120.0,1,motorway,3,2,40.4897,-3.392772,0.746,119.2,D1,Normal,motor
139,119.8,40.4893,-3.393304,589.9,4,5,225.9,0.048,0,1,0,1.0,-0.0055,0.016900000000000002,0.0009000000000000001,-0.0102,0.0149,0.0006000000000000003,-1.5614,0.0083,-0.6099,0.43339999999999995,0.038400000000000004,3.3185000000000002,1.8,107.42333333333333,3.25,2.0,119.0,120.0,1,motorway,3,2,40.489506,-3.393032,0.807,118.9,D1,Normal,motor
140,120.2,40.489105,-3.393589,589.4,4,5,226.1,0.247,0,1,0,1.0,-0.016777777777777777,0.022555555555555558,-0.007555555555555556,-0.01311111111111111,0.021,-0.007777777777777778,-1.5659999999999998,-0.001,-0.6227777777777779,0.15575,-0.036083333333333335,3.3054583333333336,1.875,104.03625,3.1237500000000002,1.875,119.85,120.0,1,motorway,3,2,40.4893,-3.393304,0.899,119.8,D1,Normal,motor
141,121.3,40.488899,-3.393865,588.9,4,5,226.1,0.247,0,0,0,1.0,-0.008700000000000001,-0.0047,-0.0036,-0.0087,-0.0019999999999999996,-0.0036,-1.5682,-0.0072,-0.6349,-0.08864285714285715,0.0003214285714285716,3.3395357142857143,1.8928571428571428,99.29375,2.96875,1.0,120.3375,120.0,1,motorway,3,2,40.489105,-3.393589,1.032,121.3,D1,Normal,motor
144,122.6,40.488247,-3.394743,588.3,4,5,226.4,0.352,0,0,0,1.0,-0.0081,-0.0098,-0.0037000000000000006,-0.0087,-0.0112,-0.0036999999999999997,-1.5588,0.0174,-0.6501,-0.0653076923076923,0.07853846153846153,3.3261538461538462,1.8461538461538463,114.0225,3.3649999999999998,1.0,121.89999999999999,120.0,1,motorway,3,2,40.488674,-3.394155,1.272,121.8,D1,Normal,motor
