t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
29,86.8,40.505962,-3.358822,599,3,5,275.3,1.406,0,1,0,1,-0.0093,-0.0384,0.0049,-0.0104,-0.037,0.0031,-1.5696,0.0036,-1.5073,-0.122346154,0.072115385,3.277115385,1.846153846,35.03,1.444444444,1,87.24444444,-1,-1,-,-1,-1,0,0,-1,86.8,D3,Normal,motor
30,86.8,40.505978,-3.359105,598.5,3,5,274.9,1.055,0,1,0,1,-0.0075,-0.0328,0.0107,-0.0068,-0.0341,0.0106,-1.5855,0.0259,-1.4778,0.000846154,0.048346154,3.060692308,1.923076923,32.69,1.355714286,1,86.8,-1,-1,-,-1,-1,0,0,-1,86.8,D3,Normal,motor
31,86.8,40.505993,-3.359389,598.5,3,5,273.5,1.758,0,1,0,1,-0.0147,-0.0126,0.0198,-0.0175,-0.0147,0.0167,-1.6007,0.0444,-1.4422,-0.080863636,0.042909091,3.062681818,1.954545455,33.04,1.37,1,86.8,-1,-1,-,-1,-1,0,0,-1,86.8,D3,Normal,motor
32,87.9,40.505997,-3.359673,598.7,3,5,271.4,3.516,0,1,0,1,-0.0231,-0.0021,0.0253,-0.0199,0.001,0.0269,-1.6235,0.0493,-1.4082,-0.22864,0.07648,3.003,1.92,33.65555556,1.384444444,1,87.53333333,-1,-1,-,-1,-1,0,0,-1,87.9,D3,Normal,motor
33,92.4,40.505993,-3.35998,598.8,3,5,268.6,4.922,2,1,0,1,-0.0275,-0.0262,0.0065,-0.0281,-0.029,0.0068,-1.6405,0.0634,-1.3629,-0.57,-0.02373913,2.992,1.869565217,33.85666667,1.341666667,1,90.9,-1,-1,-,-1,-1,0,0,-1,92.4,D3,Normal,motor
34,94,40.505981,-3.360293,598.9,3,5,266.1,5.273,0,1,0,1,-0.0242,0.0318,-0.0015,-0.0173,0.0263,0.0011,-1.6421,0.0635,-1.3267,-0.469692308,-0.038884615,3.272423077,0.692307692,20.37375,0.42875,1,93.4,-1,-1,-,-1,-1,0,0,-1,94,D3,Normal,motor
35,97,40.505959,-3.360599,599.5,3,5,264.7,3.867,0,1,0,1,-0.0154,0.0237,-0.0033,-0.0254,0.0303,-0.0027,-1.6437,0.0392,-1.3093,0.0365,0.007807692,3.390961538,0.230769231,-1,-1,1,95.71428571,-1,-1,-,-1,-1,0,0,-1,97,D3,Normal,motor
36,98.7,40.505932,-3.360913,599.9,3,5,263.7,2.461,0,1,0,1,-0.0011,0.0154,0.0183,-0.0065,0.0099,0.0162,-1.6343,0.0277,-1.2899,0.237454545,-0.005909091,2.927909091,1.772727273,-1,-1,1,97.97142857,-1,-1,-,-1,-1,0,0,-1,98.7,D3,Normal,motor
37,100.5,40.505905,-3.361243,600.4,3,5,262.6,2.109,0,1,0,1,-0.0171,0.0448,-0.004,-0.0095,0.0481,-0.0027,-1.6304,0.0063,-1.2829,-0.044238095,-0.132238095,2.933952381,1.714285714,-1,-1,1,99.72857143,-1,-1,-,-1,-1,0,0,-1,100.5,D3,Normal,motor
38,101.9,40.505871,-3.361573,601,3,5,262.3,1.406,1,1,0,1,-0.0153,-0.0129,-0.0015,-0.0137,-0.0114,-0.0016,-1.6326,0.0029,-1.2694,-0.386826087,-0.062130435,3.006826087,1.782608696,-1,-1,1,101.2,-1,-1,-,-1,-1,0,0,-1,101.9,D3,Normal,motor
39,103.9,40.505833,-3.361901,601.6,3,5,260.5,2.109,1,1,0,1,-0.0067,-0.0076,-0.0042,-0.0104,-0.0071,-0.0023,-1.63,0.011,-1.2492,-0.518,0.020423077,3.001884615,1.807692308,-1,-1,1,103.2333333,-1,-1,-,-1,-1,0,0,-1,103.9,D3,Normal,motor
40,105,40.505783,-3.362241,604,3,5,258.8,3.516,1,2,0,1,-0.0069,-0.004,-0.022,-0.0049,-0.0024,-0.023,-1.6138,0.0098,-1.2288,-0.53095,-0.01455,3.0316,1.85,-1,-1,1,104.6333333,-1,-1,-,-1,-1,0,0,-1,105,D3,Normal,motor
41,104.9,40.505711,-3.362574,602.4,3,5,257,3.516,2,2,0,1,-0.0146,-0.0029,-0.0031,-0.0155,-0.0049,-0.0047,-1.5974,0.0187,-1.2076,-0.581535714,0.010107143,3.05925,1.857142857,-1,-1,1.5,104.95,-1,-1,-,-1,-1,0,0,-1,104.9,D3,Normal,motor
42,104.8,40.505646,-3.362894,602.6,4,5,255.6,3.164,1,2,0,1,-0.0095,0.0173,0.0187,-0.0082,0.0148,0.0179,-1.6039,0.0156,-1.1898,-0.752875,0.069541667,3.266291667,1.791666667,-1,-1,1,104.8428571,-1,-1,-,-1,-1,0,0,-1,104.8,D3,Normal,motor
43,105.9,40.505581,-3.363222,603.6,4,5,254.2,2.812,1,2,0,1,-0.012375,-0.002125,0.001,-0.0145,0.002875,0.002625,-1.60825,0.0075,-1.178625,-0.630095238,0.057857143,3.365095238,1.80952381,-1,-1,1,105.24,-1,-1,-,-1,-1,0,0,-1,105.9,D3,Normal,motor
44,104.8,40.505505,-3.36356,605.2,4,5,253.5,2.109,1,3,0,1,-0.0018,-0.0074,0.0013,-0.0031,-0.0073,0.0001,-1.6005,0.0202,-1.1573,-0.696230769,0.015884615,3.828038462,1.884615385,-1,-1,1,105.24,-1,-1,-,-1,-1,0,0,-1,104.8,D3,Normal,motor
45,107.6,40.505421,-3.36389,605.9,4,5,250.7,3.516,0,2,0,1,-0.015111111,-0.009555556,-0.005222222,-0.010555556,-0.010888889,-0.003,-1.595888889,0.021888889,-1.138222222,-0.256791667,-0.046875,3.134958333,1.791666667,-1,-1,1,106.2,-1,-1,-,-1,-1,0,0,-1,107.6,D3,Normal,motor
46,108.3,40.505325,-3.364219,606.8,4,5,248.2,5.273,0,2,0,1,-0.007090909,0.001272727,-0.024181818,-0.009909091,0.001272727,-0.023,-1.581818182,0.029363636,-1.118909091,-0.362916667,-0.002291667,3.074625,1.75,-1,-1,1,108.0375,-1,-1,-,-1,-1,0,0,-1,108.3,D3,Normal,motor
47,108.2,40.505219,-3.364551,606,4,5,246.8,3.867,1,3,0,1,-0.013,0.015666667,-0.007444444,-0.012111111,0.014666667,-0.010666667,-1.564111111,0.025333333,-1.102888889,-0.507541667,-0.007125,3.098541667,1.833333333,20.25625,0.19,1.5,108.2375,-1,-1,-,-1,-1,0,0,-1,108.2,D3,Normal,motor
48,107.7,40.505112,-3.364872,603.2,4,5,245,3.164,1,3,0,1,-0.0002,-0.0031,0.0128,-0.0005,0.0012,0.0119,-1.5688,0.0251,-1.0876,-0.631269231,0.015769231,3.118576923,1.807692308,41.51125,1.38625,3,107.8875,-1,-1,-,-1,-1,0,0,-1,107.7,D3,Normal,motor
49,108,40.50499,-3.365185,604.1,4,5,242.9,3.867,2,3,0,1,-0.0153,-0.0239,0.0175,-0.0146,-0.0275,0.0169,-1.585,0.0478,-1.0586,-0.90504,-0.02,3.06692,1.88,37.68714286,1.257142857,2,107.9142857,-1,-1,-,-1,-1,0,0,-1,108,D3,Normal,motor
50,110.1,40.504864,-3.365508,604.3,4,5,240.5,4.57,0,3,0,1,-0.0083,0.0208,0.011,-0.0062,0.0172,0.0119,-1.5971,0.0452,-1.0324,-0.72976,-0.01712,3.21252,0.92,28.30111111,0.718888889,1.777777778,109.4,-1,-1,-,-1,-1,0,0,-1,110.1,D3,Normal,motor
51,110.4,40.504719,-3.36582,604.3,4,5,238.7,4.219,0,3,0,1,-0.0089,0.0466,0.0044,-0.0105,0.0449,0.0044,-1.6042,0.0303,-1.0246,-0.016692308,-0.002307692,3.438769231,0.076923077,-1,-1,1,110.2875,-1,-1,-,-1,-1,0,0,-1,110.4,D3,Normal,motor
52,112.6,40.50457,-3.366134,605,4,5,237.7,2.812,0,3,0,1,-0.0036,0.0354,-0.0064,-0.008,0.0388,-0.0048,-1.6018,0.0232,-1.0326,0.152,0.020076923,2.956807692,1.115384615,2.27875,-0.7725,1,111.775,-1,-1,-,-1,-1,0,0,-1,112.6,D3,Normal,motor
53,113.5,40.504417,-3.366444,605.9,4,5,237.7,1.055,0,3,0,1,-0.0012,0.023,-0.0055,-0.0006,0.0229,-0.0061,-1.5889,0.027,-1.0464,0.227666667,-0.024259259,2.608444444,1.814814815,-1,-1,1.375,113.1625,-1,-1,-,-1,-1,0,0,-1,113.5,D3,Normal,motor
54,114.2,40.504265,-3.366755,605.4,4,5,237.7,0,0,3,0,1,-0.0125,0.0327,-0.0067,-0.0057,0.0311,-0.0069,-1.5813,0.0278,-1.0667,0.266307692,0.004769231,2.546,1.730769231,-1,-1,1,113.9375,-1,-1,-,-1,-1,0,0,-1,114.2,D3,Normal,motor
55,114.9,40.504112,-3.367079,604.4,4,5,237.7,0,2,3,0,1,0.0108,0.0232,0.0088,0.0087,0.0255,0.0078,-1.5656,0.0132,-1.0905,0.51312,0.02052,2.46632,1.84,-1,-1,0,114.6375,-1,-1,-,-1,-1,0,0,-1,114.9,D3,Normal,motor
56,115.4,40.503963,-3.367396,604.5,4,5,238.4,0.703,2,3,0,1,0.0117,-0.0139,-0.0015,0.0085,-0.0083,-0.0013,-1.5577,-0.0047,-1.113,0.681185185,0.043814815,2.698148148,1.259259259,-1,-1,0,115.2333333,-1,-1,-,-1,-1,0,0,-1,115.4,D3,Normal,motor
57,115.5,40.503811,-3.367712,603.8,4,5,238.4,0.703,0,3,0,1,-0.0066,-0.0178,-0.0022,-0.0033,-0.0221,-0.0014,-1.5529,0.0085,-1.1261,0,0,3.289375,0,-1,-1,0.125,115.4625,-1,-1,-,-1,-1,0,0,-1,115.5,D3,Normal,motor
58,115.5,40.503662,-3.368034,603.6,4,5,238.4,0,0,3,0,1,0.0116,-0.0208,0.0066,0.0047,-0.0175,0.0062,-1.5548,0.0254,-1.1366,0,0,3.286681818,0,-1,-1,0.25,115.5,-1,-1,-,-1,-1,0,0,-1,115.5,D3,Normal,motor
59,115.9,40.503513,-3.368345,603.3,4,5,238.4,0,0,3,0,1,-0.034,0.0059,-0.0045,-0.0254,0.0013,-0.004,-1.5593,0.0364,-1.144,-0.09175,-0.013875,3.522708333,0.333333333,-1,-1,0,115.7666667,-1,-1,-,-1,-1,0,0,-1,115.9,D3,Normal,motor
60,115.7,40.503357,-3.368671,602.5,4,5,237.7,0.703,0,3,0,1,-0.034,0.006,-0.0072,-0.0346,0.0067,-0.0072,-1.5606,0.039,-1.1531,-0.33985,-0.05225,3.3284,1.7,-1,-1,0,115.775,-1,-1,-,-1,-1,0,0,-1,115.7,D3,Normal,motor
61,115.6,40.503197,-3.368985,602,4,5,237.7,0.703,0,3,0,1,-0.0084,0.0025,-0.0031,-0.0146,0.004,-0.0031,-1.5589,0.0231,-1.1658,-0.210714286,0.037190476,3.155904762,1.714285714,-1,-1,0,115.6375,-1,-1,-,-1,-1,0,0,-1,115.6,D3,Normal,motor
62,114,40.50304,-3.369301,602.3,4,5,237.7,0,0,3,0,1,-0.0117,-0.0147,-0.0077,-0.0048,-0.016,-0.0072,-1.5546,0.025,-1.1741,0.054076923,0.044,3.102653846,1.692307692,-1,-1,0,114.8,-1,-1,-,-1,-1,0,0,-1,114,D3,Normal,motor
63,114.7,40.502884,-3.369617,603.5,4,5,237.3,0.352,0,3,0,1,-0.007777778,-0.002888889,-0.011666667,-0.015111111,-0.003222222,-0.009444444,-1.554444444,0.027888889,-1.179666667,0.2178,-0.02096,3.13752,1.6,-1,-1,0,114.28,-1,-1,-,-1,-1,0,0,-1,114.7,D3,Normal,motor
64,113.8,40.502728,-3.369938,601.7,4,5,237.3,0.352,0,2,0,1,-0.0007,-0.0059,-0.0015,-0.0029,-0.0049,-0.0008,-1.5501,0.0194,-1.1877,0.2754,-0.01355,3.1427,1.9,-1,-1,0,114.25,-1,-1,-,-1,-1,0,0,-1,113.8,D3,Normal,motor
65,113.3,40.502583,-3.370243,600.2,4,5,237.3,0,1,2,0,1,-0.0162,0.0006,0.002,-0.0117,-0.0031,0.0015,-1.5458,0.0215,-1.1946,0.3968,-0.01165,3.2254,1.6,-1,-1,0,113.4666667,-1,-1,-,-1,-1,0,0,-1,113.3,D3,Normal,motor
66,113.3,40.50243,-3.370562,600.2,4,5,237.3,0,1,3,0,1,-0.0071,0.0303,0.001,-0.0069,0.0275,0.0021,-1.5466,0.0094,-1.2064,0.655375,-0.077416667,3.074791667,1.625,-1,-1,0,113.3,-1,-1,-,-1,-1,0,0,-1,113.3,D3,Normal,motor
67,113,40.502281,-3.370879,600.2,4,5,238,0.703,2,3,0,1,-0.0098,0.0028,-0.0104,-0.0131,0.01,-0.0104,-1.554,-0.0226,-1.2286,0.872851852,0.003074074,3.195444444,1.814814815,-1,-1,0,113.1285714,-1,-1,-,-1,-1,0,0,-1,113,D3,Normal,motor
68,112.3,40.502136,-3.371194,600,3,5,239.1,1.758,0,3,0,1,-0.0148,-0.0347,-0.0032,-0.0161,-0.0316,-0.0038,-1.5507,-0.0152,-1.2399,0.465130435,0.020565217,3.400347826,0.608695652,-1,-1,0,112.6111111,-1,-1,-,-1,-1,0,0,-1,112.3,D3,Normal,motor
69,111.8,40.501991,-3.371523,599.2,4,5,238.4,0.703,0,3,0,1,-0.0073,-0.0363,-0.0056,-0.0063,-0.041,-0.0055,-1.5511,0.0179,-1.2347,0,0,3.46412,0,-1,-1,0,111.9875,-1,-1,-,-1,-1,0,0,-1,111.8,D3,Normal,motor
70,111.2,40.50185,-3.37183,598.9,4,5,238,1.055,0,3,0,1,0.0001,-0.0114,-0.0028,0.0004,-0.0137,-0.0026,-1.5487,0.0355,-1.2278,-0.344,-0.032727273,3.290272727,1.5,-1,-1,0,111.4,-1,-1,-,-1,-1,0,0,-1,111.2,D3,Normal,motor
71,110.6,40.501705,-3.37212,598.6,4,5,237.7,0.703,0,3,0,1,-0.0186,-0.0034,-0.0075,-0.0141,-0.0024,-0.0063,-1.5478,0.0346,-1.2231,-0.315038462,0.056615385,3.228846154,1.730769231,-1,-1,0,110.825,-1,-1,-,-1,-1,0,0,-1,110.6,D3,Normal,motor
72,109.8,40.501549,-3.372426,598.3,4,5,237.7,0.352,0,3,0,1,-0.0069,0.0018,-0.0002,-0.011,0.0021,-0.0035,-1.5492,0.0293,-1.2213,-0.196238095,0.067904762,3.214428571,1.857142857,-1,-1,0,110.1,-1,-1,-,-1,-1,0,0,-1,109.8,D3,Normal,motor
73,109.8,40.501404,-3.372744,597.8,4,5,237.3,0.352,0,3,0,1,-0.012444444,0.004888889,-0.004,-0.009111111,0.003333333,-0.004333333,-1.550888889,0.029,-1.222,-0.10075,0.03325,3.18375,1.833333333,-1,-1,0,109.8,-1,-1,-,-1,-1,0,0,-1,109.8,D3,Normal,motor
74,109,40.501255,-3.373044,597.2,4,5,237.3,0.352,0,3,0,1,-0.0004,0.0059,0.0026,-1.00E-04,0.0047,0.0032,-1.5547,0.0278,-1.2239,-0.079037037,0.037851852,3.153703704,1.814814815,-1,-1,0,109.2666667,-1,-1,-,-1,-1,0,0,-1,109,D3,Normal,motor
75,108.7,40.501102,-3.373335,597.1,4,5,237,0.352,0,3,0,1,-0.013,0.0129,0.0093,-0.015,0.0111,0.0083,-1.5623,0.0329,-1.2245,-0.0715,0.016821429,3.182035714,1.785714286,-1,-1,0,108.775,-1,-1,-,-1,-1,0,0,-1,108.7,D3,Normal,motor
76,109.2,40.500957,-3.373638,597.2,3,5,237.3,0.352,0,3,0,1,-0.0101,0.0005,0.0013,-0.0091,0.0027,0.0031,-1.5664,0.0201,-1.2282,-0.052538462,0.016346154,3.187115385,1.769230769,-1,-1,0,108.9857143,-1,-1,-,-1,-1,0,0,-1,109.2,D3,Normal,motor
77,109.2,40.500813,-3.373941,596.6,3,5,238,1.055,0,3,0,1,-0.0016,-0.0182,-0.0074,-0.003,-0.0142,-0.0065,-1.5618,0.0252,-1.229,-0.031222222,-0.002518519,3.178777778,1.814814815,-1,-1,0.125,109.2,-1,-1,-,-1,-1,0,0,-1,109.2,D3,Normal,motor
78,109,40.500668,-3.374249,596.3,3,5,237.3,0.703,0,3,0,1,-0.013111111,-0.010444444,0.000444444,-0.011111111,-0.014444444,-0.002333333,-1.554,0.023333333,-1.225888889,-0.090136364,-0.002545455,3.226136364,1.909090909,-1,-1,1,109.1,-1,-1,-,-1,-1,0,0,-1,109,D3,Normal,motor
89,109.4,40.499012,-3.377486,592.9,3,5,236.2,0,0,3,0,1,-0.0156,0.0053,1.73E-19,-0.0135,0.0043,0.0017,-1.5688,0.0264,-1.2357,-0.221814815,-0.007222222,3.176888889,1.814814815,-1,-1,0,109.3,-1,-1,-,-1,-1,40.50037,-3.374856,1.185,109.4,D3,Normal,motor
89,109.4,40.499012,-3.377486,592.9,3,5,236.2,0,0,3,0,1,-0.0156,0.0053,1.73E-19,-0.0135,0.0043,0.0017,-1.5688,0.0264,-1.2357,-0.221814815,-0.007222222,3.176888889,1.814814815,-1,-1,0,109.3,-1,-1,-,-1,-1,40.499012,-3.377487,0.024,109.4,D3,Normal,motor
90,108.9,40.498867,-3.377793,593,4,5,236.6,0.352,0,2,0,1,-0.017875,0.019125,-4.34E-19,-0.0225,0.020125,-0.00025,-1.573125,0.023625,-1.23775,-0.27175,0.0234,3.18425,1.9,-1,-1,0,109.1142857,-1,-1,-,-1,-1,40.498867,-3.377793,0.02,108.9,D3,Normal,motor
91,108.8,40.498714,-3.378094,592.8,3,5,236.2,0.352,0,2,0,1,-0.009111111,0.004,-0.005666667,-0.01,0.001444444,-0.006,-1.572111111,0.022444444,-1.241444444,-0.243714286,0.007666667,3.201809524,1.857142857,-1,-1,0,108.82,-1,-1,-,-1,-1,40.498714,-3.378094,0.033,108.8,D3,Normal,motor
92,110.1,40.498566,-3.378391,593.1,3,5,236.6,0.352,0,2,0,1,-0.0066,-0.0078,-0.009,-0.0031,-0.0067,-0.0079,-1.5689,0.0202,-1.2436,-0.172538462,0.029346154,3.174153846,1.807692308,-1,-1,0,109.9375,-1,-1,-,-1,-1,40.498566,-3.378391,0.07,110.1,D3,Normal,motor
93,112.5,40.498413,-3.378696,592.8,4,5,236.2,0.352,0,2,0,1,-0.0124,0.0022,0.0019,-0.0121,0.0048,0.0009,-1.5655,0.0241,-1.2443,-0.142809524,0.016333333,3.19847619,1.857142857,-1,-1,0,111.6,-1,-1,-,-1,-1,40.498413,-3.378696,0.013,112.5,D3,Normal,motor
94,110.9,40.498257,-3.379006,592.1,4,5,236.2,0.352,0,2,0,1,-0.0119,0.004,0.0067,-0.0119,0.0005,0.0072,-1.5631,0.0304,-1.2447,-0.148178571,0.030392857,3.173821429,1.821428571,-1,-1,0,111.5857143,-1,-1,-,-1,-1,40.498257,-3.379006,0.078,110.9,D3,Normal,motor
95,110.4,40.498093,-3.379312,592.8,3,5,236.2,0,0,2,0,1,-0.007333333,0.006,0.007222222,-0.006111111,0.007,0.008,-1.561111111,0.029777778,-1.244,-0.126625,0.044458333,3.161083333,1.791666667,-1,-1,0,110.5875,-1,-1,-,-1,-1,40.498093,-3.379312,0.013,110.4,D3,Normal,motor
96,110.6,40.49794,-3.379614,592.4,4,5,235.9,0.352,0,2,0,1,-0.007090909,0.003090909,0.003454545,-0.008272727,0.003,0.002727273,-1.563727273,0.025090909,-1.244,-0.20075,0.033708333,3.183708333,1.833333333,-1,-1,0,110.525,-1,-1,-,-1,-1,40.49794,-3.379614,0.034,110.6,D3,Normal,motor
97,111.3,40.497787,-3.379917,592.2,4,5,236.2,0.352,0,2,0,1,-0.005222222,0.002333333,-0.003555556,-0.008,0.003333333,-0.003,-1.565888889,0.022,-1.246444444,-0.22328,0.01972,3.19876,1.8,-1,-1,0,111.0666667,-1,-1,-,-1,-1,40.497787,-3.379917,0.055,111.3,D3,Normal,motor
98,111.2,40.497635,-3.380226,592,4,5,235.9,0.352,0,2,0,1,-0.0091,0.0067,-0.0092,-0.0101,0.0069,-0.0078,-1.5659,0.027,-1.248,-0.266192308,0.010846154,3.201153846,1.884615385,-1,-1,0,111.225,-1,-1,-,-1,-1,40.497635,-3.380227,0.111,111.2,D3,Normal,motor
99,109.3,40.497475,-3.380526,591.7,4,5,235.5,0.703,0,2,0,1,-0.0132,0.0079,0.0035,-0.0126,0.0077,0.0021,-1.5666,0.0181,-1.2502,-0.288173913,0.007608696,3.237391304,1.826086957,-1,-1,0,110.0125,-1,-1,-,-1,-1,40.497475,-3.380526,0.101,109.3,D3,Normal,motor
100,111.2,40.49733,-3.380834,591.4,4,5,236.2,0.703,0,2,0,1,-0.013666667,-0.004111111,0.001666667,-0.014666667,-0.004777778,0.004111111,-1.567222222,0.012111111,-1.253666667,-0.29104,0.01764,3.21472,1.84,-1,-1,0,110.5666667,-1,-1,-,-1,-1,40.49733,-3.380834,0.098,111.2,D3,Normal,motor
101,112.1,40.497173,-3.381139,591.3,3,5,236.2,0.703,0,2,0,1,-0.0096,-0.0013,0.0033,-0.0059,0.0009,0.0044,-1.5698,0.0203,-1.2548,-0.250458333,0.047333333,3.238125,1.791666667,-1,-1,0,111.8,-1,-1,-,-1,-1,40.497173,-3.38114,0.017,112.1,D3,Normal,motor
102,111.6,40.497028,-3.381446,591,3,5,236.6,0.352,0,2,0,1,-0.0176,0.0043,-0.0099,-0.0201,0.0027,-0.0088,-1.5725,0.0302,-1.2549,-0.145346154,0.043884615,3.247730769,1.807692308,-1,-1,0,111.7666667,-1,-1,-,-1,-1,40.497028,-3.381447,0.013,111.6,D3,Normal,motor
103,111.7,40.496872,-3.381754,591.4,3,5,236.6,0.352,0,2,0,1,-0.002,-0.012,-0.006,-0.0058,-0.0113,-0.0055,-1.5723,0.0259,-1.2542,-0.077851852,0.050333333,3.204481481,1.851851852,-1,-1,0,111.6555556,-1,-1,-,-1,-1,40.496872,-3.381754,0.085,111.7,D3,Normal,motor
104,111.7,40.496719,-3.382063,591.8,3,5,236.2,0.352,0,2,0,1,-0.0225,0.0099,-0.0047,-0.0158,0.0059,-0.0041,-1.5627,0.0369,-1.2509,0.028892857,0.016785714,3.189178571,1.857142857,-1,-1,0,111.7,-1,-1,-,-1,-1,40.496719,-3.382063,0.019,111.7,D3,Normal,motor
